state,target,long,lat,group,order,month
Arizona,7,-109.0567855834961,32.423683166503906,2,273,NA
Arizona,7,-109.0567855834961,31.352251052856445,2,274,NA
Arizona,7,-109.23440551757812,31.352251052856445,2,275,NA
Arizona,7,-109.62401580810547,31.346521377563477,2,276,NA
Arizona,7,-109.9964370727539,31.352251052856445,2,277,NA
Arizona,7,-110.35166931152344,31.352251052856445,2,278,NA
Arizona,7,-110.47772216796875,31.352251052856445,2,279,NA
Arizona,7,-110.63241577148437,31.352251052856445,2,280,NA
Arizona,7,-110.98765563964844,31.346521377563477,2,281,NA
Arizona,7,-111.11943054199219,31.35797882080078,2,282,NA
Arizona,7,-111.29705047607422,31.4152774810791,2,283,NA
Arizona,7,-111.38872528076172,31.443923950195313,2,284,NA
Arizona,7,-111.62936401367187,31.518409729003906,2,285,NA
Arizona,7,-112.03616333007812,31.650188446044922,2,286,NA
Arizona,7,-112.32837677001953,31.741863250732422,2,287,NA
Arizona,7,-112.66641998291016,31.839265823364258,2,288,NA
Arizona,7,-112.92997741699219,31.925209045410156,2,289,NA
Arizona,7,-113.18781280517578,32.00542449951172,2,290,NA
Arizona,7,-113.34823608398437,32.05698776245117,2,291,NA
Arizona,7,-113.46855926513672,32.09709548950195,2,292,NA
Arizona,7,-113.74358367919922,32.18877029418945,2,293,NA
Arizona,7,-114.03579711914062,32.27471160888672,2,294,NA
Arizona,7,-114.31654357910156,32.36065673828125,2,295,NA
Arizona,7,-114.7004165649414,32.480979919433594,2,296,NA
Arizona,7,-114.80928039550781,32.51535415649414,2,297,NA
Arizona,7,-114.79781341552734,32.5783805847168,2,298,NA
Arizona,7,-114.76917266845703,32.6700553894043,2,299,NA
Arizona,7,-114.73480224609375,32.73308181762695,2,300,NA
Arizona,7,-114.68895721435547,32.744537353515625,2,301,NA
Arizona,7,-114.65458679199219,32.738807678222656,2,302,NA
Arizona,7,-114.59156036376953,32.738807678222656,2,303,NA
Arizona,7,-114.55145263671875,32.76172637939453,2,304,NA
Arizona,7,-114.5228042602539,32.82475280761719,2,305,NA
Arizona,7,-114.47696685791016,32.876319885253906,2,306,NA
Arizona,7,-114.47696685791016,32.933616638183594,2,307,NA
Arizona,7,-114.48269653320313,32.996639251708984,2,308,NA
Arizona,7,-114.53999328613281,33.04247283935547,2,309,NA
Arizona,7,-114.66030883789063,33.05393600463867,2,310,NA
Arizona,7,-114.7004165649414,33.082584381103516,2,311,NA
Arizona,7,-114.71187591552734,33.13414764404297,2,312,NA
Arizona,7,-114.68895721435547,33.26593017578125,2,313,NA
Arizona,7,-114.74052429199219,33.311763763427734,2,314,NA
Arizona,7,-114.71760559082031,33.357601165771484,2,315,NA
Arizona,7,-114.72906494140625,33.403438568115234,2,316,NA
Arizona,7,-114.68895721435547,33.432090759277344,2,317,NA
Arizona,7,-114.64884948730469,33.45500564575195,2,318,NA
Arizona,7,-114.63739013671875,33.4836540222168,2,319,NA
Arizona,7,-114.6087417602539,33.5008430480957,2,320,NA
Arizona,7,-114.62020111083984,33.52949142456055,2,321,NA
Arizona,7,-114.56864166259766,33.54668045043945,2,322,NA
Arizona,7,-114.55718231201172,33.5753288269043,2,323,NA
Arizona,7,-114.52853393554687,33.63262176513672,2,324,NA
Arizona,7,-114.53999328613281,33.695648193359375,2,325,NA
Arizona,7,-114.5228042602539,33.73002624511719,2,326,NA
Arizona,7,-114.53999328613281,33.781593322753906,2,327,NA
Arizona,7,-114.53999328613281,33.92483139038086,2,328,NA
Arizona,7,-114.51707458496094,33.96493911743164,2,329,NA
Arizona,7,-114.45404815673828,33.99931716918945,2,330,NA
Arizona,7,-114.47123718261719,34.016502380371094,2,331,NA
Arizona,7,-114.44831848144531,34.03942108154297,2,332,NA
Arizona,7,-114.41967010498047,34.07952880859375,2,333,NA
Arizona,7,-114.3967514038086,34.11390686035156,2,334,NA
Arizona,7,-114.29934692382812,34.15401077270508,2,335,NA
Arizona,7,-114.23059844970703,34.19984817504883,2,336,NA
Arizona,7,-114.19049072265625,34.24568557739258,2,337,NA
Arizona,7,-114.13319396972656,34.262874603271484,2,338,NA
Arizona,7,-114.13892364501953,34.2972526550293,2,339,NA
Arizona,7,-114.16756439208984,34.33736038208008,2,340,NA
Arizona,7,-114.28788757324219,34.423301696777344,2,341,NA
Arizona,7,-114.37383270263672,34.469139099121094,2,342,NA
Arizona,7,-114.4024887084961,34.58946228027344,2,343,NA
Arizona,7,-114.41967010498047,34.61238098144531,2,344,NA
Arizona,7,-114.44831848144531,34.709781646728516,2,345,NA
Arizona,7,-114.5743637084961,34.807186126708984,2,346,NA
Arizona,7,-114.55145263671875,34.83583450317383,2,347,NA
Arizona,7,-114.54572296142578,34.847293853759766,2,348,NA
Arizona,7,-114.56864166259766,34.86448287963867,2,349,NA
Arizona,7,-114.6087417602539,34.88740158081055,2,350,NA
Arizona,7,-114.63166809082031,34.961883544921875,2,351,NA
Arizona,7,-114.63739013671875,35.01918029785156,2,352,NA
Arkansas,9,-94.051025390625,33.036746978759766,3,354,NA
Arkansas,9,-94.051025390625,33.30030822753906,3,355,NA
Arkansas,9,-94.05675506591797,33.5753288269043,3,356,NA
Arkansas,9,-94.07966613769531,33.58678436279297,3,357,NA
Arkansas,9,-94.09112548828125,33.598243713378906,3,358,NA
Arkansas,9,-94.1197738647461,33.5925178527832,3,359,NA
Arkansas,9,-94.14842987060547,33.58678436279297,3,360,NA
Arkansas,9,-94.15415954589844,33.58678436279297,3,361,NA
Arkansas,9,-94.18853759765625,33.609703063964844,3,362,NA
Arkansas,9,-94.205718994140625,33.61543655395508,3,363,NA
Arkansas,9,-94.22290802001953,33.609703063964844,3,364,NA
Arkansas,9,-94.2286376953125,33.598243713378906,3,365,NA
Arkansas,9,-94.24009704589844,33.5753288269043,3,366,NA
Arkansas,9,-94.26301574707031,33.58678436279297,3,367,NA
Arkansas,9,-94.28020477294922,33.58678436279297,3,368,NA
Arkansas,9,-94.297393798828125,33.5753288269043,3,369,NA
Arkansas,9,-94.30885314941406,33.56959915161133,3,370,NA
Arkansas,9,-94.36614990234375,33.5753288269043,3,371,NA
Arkansas,9,-94.40052795410156,33.56959915161133,3,372,NA
Arkansas,9,-94.40625,33.5753288269043,3,373,NA
Arkansas,9,-94.42344665527344,33.598243713378906,3,374,NA
Arkansas,9,-94.45208740234375,33.598243713378906,3,375,NA
Arkansas,9,-94.46355438232422,33.61543655395508,3,376,NA
Arkansas,9,-94.47501373291016,33.63262176513672,3,377,NA
Arkansas,9,-94.480743408203125,33.655540466308594,3,378,NA
Arkansas,9,-94.4979248046875,33.66699981689453,3,379,NA
Arkansas,9,-94.49219512939453,33.67845916748047,3,380,NA
Arkansas,9,-94.49219512939453,33.96493911743164,3,381,NA
Arkansas,9,-94.48646545410156,34.21131134033203,3,382,NA
Arkansas,9,-94.480743408203125,34.53216552734375,3,383,NA
Arkansas,9,-94.46928405761719,34.74989318847656,3,384,NA
Arkansas,9,-94.45782470703125,34.98480224609375,3,385,NA
Arkansas,9,-94.44063568115234,35.39733123779297,3,386,NA
Arkansas,9,-94.44635772705078,35.44316864013672,3,387,NA
Arkansas,9,-94.480743408203125,35.65516662597656,3,388,NA
Arkansas,9,-94.503662109375,35.7640266418457,3,389,NA
Arkansas,9,-94.56095886230469,36.113529205322266,3,390,NA
Arkansas,9,-94.5724105834961,36.17655563354492,3,391,NA
Arkansas,9,-94.62397766113281,36.50886917114258,3,392,NA
Arkansas,9,-94.08539581298828,36.50313949584961,3,393,NA
Arkansas,9,-94.07966613769531,36.497413635253906,3,394,NA
Arkansas,9,-93.890594482421875,36.50313949584961,3,395,NA
Arkansas,9,-93.87340545654297,36.497413635253906,3,396,NA
Arkansas,9,-93.598388671875,36.50313949584961,3,397,NA
Arkansas,9,-93.5926513671875,36.497413635253906,3,398,NA
Arkansas,9,-93.33482360839844,36.50313949584961,3,399,NA
Arkansas,9,-93.3233642578125,36.497413635253906,3,400,NA
Arkansas,9,-93.3061752319336,36.50313949584961,3,401,NA
Arkansas,9,-93.300445556640625,36.497413635253906,3,402,NA
Arkansas,9,-92.847808837890625,36.50313949584961,3,403,NA
Arkansas,9,-92.84207916259766,36.50313949584961,3,404,NA
Arkansas,9,-92.77332305908203,36.50313949584961,3,405,NA
Arkansas,9,-92.76759338378906,36.50313949584961,3,406,NA
Arkansas,9,-92.54987335205078,36.50313949584961,3,407,NA
Arkansas,9,-92.16026306152344,36.497413635253906,3,408,NA
Arkansas,9,-92.1316146850586,36.497413635253906,3,409,NA
Arkansas,9,-91.673248291015625,36.50313949584961,3,410,NA
Arkansas,9,-91.46697998046875,36.497413635253906,3,411,NA
Arkansas,9,-91.46125030517578,36.497413635253906,3,412,NA
Arkansas,9,-91.421142578125,36.497413635253906,3,413,NA
Arkansas,9,-91.41541290283203,36.50313949584961,3,414,NA
Arkansas,9,-91.14612579345703,36.50313949584961,3,415,NA
Arkansas,9,-90.7908935546875,36.50313949584961,3,416,NA
Arkansas,9,-90.57317352294922,36.50886917114258,3,417,NA
Arkansas,9,-90.223663330078125,36.50886917114258,3,418,NA
Arkansas,9,-90.1720962524414,36.50313949584961,3,419,NA
Arkansas,9,-90.1377182006836,36.47449493408203,3,420,NA
Arkansas,9,-90.12625885009766,36.405738830566406,3,421,NA
Arkansas,9,-90.10334014892578,36.40000915527344,3,422,NA
Arkansas,9,-90.0689697265625,36.3885498046875,3,423,NA
Arkansas,9,-90.0689697265625,36.34844207763672,3,424,NA
Arkansas,9,-90.09188079833984,36.28541564941406,3,425,NA
Arkansas,9,-90.12053680419922,36.273956298828125,3,426,NA
Arkansas,9,-90.1377182006836,36.21665954589844,3,427,NA
Arkansas,9,-90.18928527832031,36.1994743347168,3,428,NA
Arkansas,9,-90.18928527832031,36.17655563354492,3,429,NA
Arkansas,9,-90.2637710571289,36.13071823120117,3,430,NA
Arkansas,9,-90.37836456298828,36.004669189453125,3,431,NA
Arkansas,9,-90.38409423828125,36.004669189453125,3,432,NA
Arkansas,9,-90.29814910888672,35.998939514160156,3,433,NA
Arkansas,9,-89.97156524658203,35.998939514160156,3,434,NA
Arkansas,9,-89.96582794189453,36.004669189453125,3,435,NA
Arkansas,9,-89.7939453125,36.004669189453125,3,436,NA
Arkansas,9,-89.75383758544922,36.004669189453125,3,437,NA
Arkansas,9,-89.7194595336914,36.004669189453125,3,438,NA
Arkansas,9,-89.71372985839844,35.98747634887695,3,439,NA
Arkansas,9,-89.6850814819336,35.97029113769531,3,440,NA
Arkansas,9,-89.65644073486328,35.94737243652344,3,441,NA
Arkansas,9,-89.65070343017578,35.92445373535156,3,442,NA
Arkansas,9,-89.66217041015625,35.912994384765625,3,443,NA
Arkansas,9,-89.7080078125,35.907264709472656,3,444,NA
Arkansas,9,-89.73664855957031,35.90153884887695,3,445,NA
Arkansas,9,-89.73664855957031,35.87862014770508,3,446,NA
Arkansas,9,-89.73091888427734,35.8557014465332,3,447,NA
Arkansas,9,-89.73091888427734,35.83278274536133,3,448,NA
Arkansas,9,-89.74237823486328,35.821319580078125,3,449,NA
