month,state,state_id,county,county_fips,city,population,cases,deaths,lat,lng
July,Virginia,VA,Richmond,51760,Richmond,1075798,9600,133,37.5295,-77.4756
July,Washington,WA,King,53033,Seattle,3789215,393928,20028,47.6211,-122.3244
July,Washington,WA,Spokane,53063,Spokane,412275,77040,1442,47.6671,-117.433
July,Wisconsin,WI,Dane,55025,Madison,447245,98527,1026,43.0826,-89.3931
July,Wisconsin,WI,Milwaukee,55079,Milwaukee,1365787,471688,12660,43.0642,-87.9673
June,Alabama,AL,Jefferson,01073,Birmingham,739573,81233,3593,33.5277,-86.7987
June,Alabama,AL,Madison,01089,Huntsville,319249,18307,165,34.6988,-86.6412
June,Alabama,AL,Mobile,01097,Mobile,315502,84551,3871,30.6783,-88.1162
June,Alabama,AL,Montgomery,01101,Montgomery,254634,84309,2117,32.3473,-86.2666
June,Arizona,AZ,Maricopa,04013,Phoenix,4219697,723691,17543,33.5722,-112.0891
June,Arizona,AZ,Pima,04019,Tucson,888486,138281,6901,32.1545,-110.8782
June,Arkansas,AR,Pulaski,05119,Little Rock,439815,41206,1360,34.7256,-92.3576
June,Arkansas,AR,Washington,05143,Fayetteville,351246,58004,456,36.0713,-94.166
June,California,CA,Alameda,06001,Oakland,433031,136574,3458,37.7903,-122.2165
June,California,CA,Contra Costa,06013,Concord,652308,62840,1576,37.9722,-122.0016
June,California,CA,Fresno,06019,Fresno,703498,90237,1702,36.7831,-119.7941
June,California,CA,Kern,06029,Bakersfield,579295,102961,1686,35.3529,-119.0359
June,California,CA,Los Angeles,06037,Los Angeles,12750807,2295011,87756,34.1139,-118.4068
June,California,CA,Orange,06059,Mission Viejo,590249,281375,7088,33.6095,-117.655
June,California,CA,Riverside,06065,Riverside,2107852,356709,11814,33.9381,-117.3948
June,California,CA,Sacramento,06067,Sacramento,1898019,59694,1905,38.5667,-121.4683
June,California,CA,San Bernardino,06071,Victorville,346789,245387,6906,34.5277,-117.3536
June,California,CA,San Diego,06073,San Diego,3220118,304368,9876,32.8312,-117.1225
June,California,CA,San Francisco,06075,San Francisco,3592294,90185,1374,37.7562,-122.443
June,California,CA,San Joaquin,06077,Stockton,397264,57954,1319,37.9765,-121.3109
June,California,CA,Santa Clara,06085,San Jose,1798103,100730,4540,37.3019,-121.8486
June,California,CA,Sonoma,06097,Santa Rosa,324634,24333,134,38.4458,-122.7067
June,California,CA,Stanislaus,06099,Modesto,383134,41427,1043,37.6374,-121.0028
June,California,CA,Ventura,06111,Oxnard,387647,52863,1197,34.1963,-119.1815
June,Colorado,CO,Adams,08001,Aurora,379289,113100,4336,39.7087,-104.7273
June,Colorado,CO,Denver,08031,Denver,2876625,192911,10750,39.7621,-104.8759
June,Colorado,CO,El Paso,08041,Colorado Springs,642413,60279,3224,38.8674,-104.7606
June,Colorado,CO,Larimer,08069,Fort Collins,312666,19681,850,40.5478,-105.0656
June,Connecticut,CT,Fairfield,09001,Bridgeport,924449,488451,40226,41.1918,-73.1953
June,Connecticut,CT,Hartford,09003,Hartford,905152,334531,39652,41.7661,-72.6834
June,Connecticut,CT,New Haven,09009,New Haven,564830,360282,31154,41.3112,-72.9246
June,District of Columbia,DC,District of Columbia,11001,Washington,5379184,291828,15437,38.9047,-77.0163
June,Florida,FL,Brevard,12009,Palm Bay,507002,23466,449,27.955,-80.6627
June,Florida,FL,Duval,12031,Jacksonville,1181496,82033,1738,30.3322,-81.6749
June,Florida,FL,Escambia,12033,Pensacola,346921,33889,1171,30.4427,-87.1886
June,Florida,FL,Flagler,12035,Palm Coast,417007,6713,139,29.5392,-81.246
June,Florida,FL,Hillsborough,12057,Tampa,2908063,146871,3169,27.9942,-82.4451
June,Florida,FL,Lee,12071,Cape Coral,668382,96874,4015,26.6446,-81.9956
June,Florida,FL,Leon,12073,Tallahassee,257601,16702,231,30.4551,-84.2526
June,Florida,FL,Miami-Dade,12086,Miami,6445545,720782,25233,25.7839,-80.2102
June,Florida,FL,Orange,12095,Orlando,1822394,132153,1412,28.4772,-81.3369
June,Florida,FL,Osceola,12097,Kissimmee,382720,30814,656,28.3042,-81.4164
June,Florida,FL,Pinellas,12103,St. Petersburg,265351,90467,3392,27.7931,-82.6652
June,Florida,FL,Polk,12105,Lakeland,302284,55812,2257,28.0556,-81.9545
June,Florida,FL,Sarasota,12115,Sarasota,722243,26757,2701,27.3386,-82.5431
June,Florida,FL,St. Lucie,12111,Port St. Lucie,461152,29879,1120,27.2796,-80.3883
June,Georgia,GA,Chatham,13051,Savannah,276295,22033,931,32.0281,-81.1784
June,Georgia,GA,Fulton,13121,Atlanta,5449398,162359,8525,33.7627,-84.4224
June,Georgia,GA,Muscogee,13215,Columbus,261445,32222,902,32.51,-84.8771
June,Georgia,GA,Richmond,13245,Augusta,390809,21356,1141,33.3645,-82.0708
June,Idaho,ID,Ada,16001,Boise,389280,34598,667,43.6007,-116.2312
June,Illinois,IL,Cook,17031,Chicago,8604203,2556425,126220,41.8373,-87.6862
June,Illinois,IL,Lake,17097,Round Lake Beach,279381,273504,11248,42.379,-88.0811
June,Illinois,IL,Peoria,17143,Peoria,256286,11534,600,40.752,-89.6153
June,Illinois,IL,Winnebago,17201,Rockford,282762,82125,2441,42.2597,-89.0641
June,Indiana,IN,Allen,18003,Fort Wayne,334122,66246,2864,41.0886,-85.1437
June,Indiana,IN,Marion,18097,Indianapolis,1588961,324123,20747,39.7771,-86.1458
June,Indiana,IN,St. Joseph,18141,South Bend,280498,47121,1650,41.6767,-86.2696
June,Iowa,IA,Polk,19153,Des Moines,473957,156182,4771,41.5725,-93.6105
June,Iowa,IA,Scott,19163,Davenport,285362,13315,300,41.5563,-90.6052
June,Kansas,KS,Sedgwick,20173,Wichita,482249,24736,729,37.6896,-97.3442
June,Kentucky,KY,Fayette,21067,Lexington,317110,33690,561,38.0423,-84.4587
June,Kentucky,KY,Jefferson,21111,Louisville,1005654,100243,5675,38.1663,-85.6485
June,Louisiana,LA,Caddo,22017,Shreveport,280062,86501,6459,32.4656,-93.7956
June,Louisiana,LA,East Baton Rouge,22033,Baton Rouge,570308,128706,7734,30.4418,-91.131
June,Louisiana,LA,Lafayette,22055,Lafayette,264357,38242,988,30.2084,-92.0323
June,Louisiana,LA,Orleans,22071,New Orleans,1020886,222802,15615,30.0687,-89.9288
June,Maryland,MD,Baltimore,24510,Baltimore,2106068,216614,12662,39.3051,-76.6144
June,Massachusetts,MA,Hampden,25013,Springfield,623401,194835,19105,42.1155,-72.5395
June,Massachusetts,MA,Suffolk,25025,Boston,4688346,579350,28652,42.3188,-71.0846
June,Massachusetts,MA,Worcester,25027,Worcester,498328,358712,26037,42.2705,-71.8079
June,Michigan,MI,Genesee,26049,Flint,332190,76007,8378,43.0235,-83.6922
June,Michigan,MI,Ingham,26065,Lansing,324286,25407,851,42.7142,-84.5601
June,Michigan,MI,Kent,26081,Grand Rapids,609314,132627,3448,42.962,-85.6562
June,Michigan,MI,Washtenaw,26161,Ann Arbor,322267,62361,3351,42.2755,-83.7312
June,Michigan,MI,Wayne,26163,Detroit,3506126,653604,79522,42.3834,-83.1024
June,Minnesota,MN,Hennepin,27053,Minneapolis,2977172,306713,21396,44.9635,-93.2678
June,Minnesota,MN,Ramsey,27123,St. Paul,308096,118778,5554,44.9477,-93.104
June,Mississippi,MS,Hinds,28049,Jackson,325350,42111,884,32.3163,-90.2124
June,Missouri,MO,Greene,29077,Springfield,288090,7067,247,37.1943,-93.2916
June,Missouri,MO,Jackson,29095,Kansas City,1636715,26685,795,39.1239,-94.5541
June,Missouri,MO,St. Louis,29510,St. Louis,2024074,168765,15363,38.6358,-90.2451
June,Nebraska,NE,Douglas,31055,Omaha,847819,176895,1971,41.2627,-96.0522
June,Nebraska,NE,Lancaster,31109,Lincoln,289490,44966,311,40.809,-96.6788
June,Nevada,NV,Clark,32003,Las Vegas,2104198,288290,11464,36.2333,-115.2654
June,Nevada,NV,Washoe,32031,Reno,445020,61810,2087,39.5497,-119.8483
June,New Jersey,NJ,Essex,34013,Newark,282011,551730,53611,40.7245,-74.1725
June,New Jersey,NJ,Hudson,34017,Jersey City,262075,561620,38392,40.7161,-74.0682
June,New Jersey,NJ,Mercer,34021,Trenton,290716,221098,15721,40.2236,-74.7641
June,New Mexico,NM,Bernalillo,35001,Albuquerque,761195,52452,2378,35.1053,-106.6464
June,New York,NY,Albany,36001,Albany,586383,60476,4591,42.6664,-73.7987
June,New York,NY,Dutchess,36027,Poughkeepsie,394760,122251,4667,41.6949,-73.921
June,New York,NY,Erie,36029,Buffalo,914341,203688,17175,42.9016,-78.8487
June,New York,NY,Monroe,36055,Rochester,703952,101374,7365,43.168,-77.6162
June,New York,NY,Onondaga,36067,Syracuse,404223,76393,4819,43.0409,-76.1438
June,North Carolina,NC,Buncombe,37021,Asheville,312507,13701,1013,35.5704,-82.5536
June,North Carolina,NC,Cabarrus,37025,Concord,261801,22611,737,35.3933,-80.6366
June,North Carolina,NC,Cumberland,37051,Fayetteville,327435,27453,927,35.0846,-78.9776
June,North Carolina,NC,Durham,37063,Durham,424700,82768,1709,35.9794,-78.9031
June,North Carolina,NC,Forsyth,37067,Winston-Salem,422269,66842,733,36.1029,-80.2611
June,North Carolina,NC,Guilford,37081,Greensboro,343090,62880,2854,36.0956,-79.8269
June,North Carolina,NC,Mecklenburg,37119,Charlotte,1512923,223770,3820,35.208,-80.8304
June,North Carolina,NC,New Hanover,37129,Wilmington,255616,13373,150,34.21,-77.8866
June,North Carolina,NC,Wake,37183,Raleigh,1038738,99097,1282,35.8325,-78.6435
June,Ohio,OH,Cuyahoga,39035,Cleveland,1710093,162653,9307,41.4767,-81.6804
June,Ohio,OH,Franklin,39049,Columbus,1562009,220354,10100,39.9862,-82.985
June,Ohio,OH,Hamilton,39061,Cincinnati,1662691,105792,5378,39.1413,-84.5061
June,Ohio,OH,Lucas,39095,Toledo,482111,73177,8435,41.6639,-83.5822
June,Ohio,OH,Mahoning,39099,Youngstown,378732,47859,6322,41.0993,-80.6463
June,Ohio,OH,Montgomery,39113,Dayton,718353,32627,560,39.7797,-84.1998
June,Ohio,OH,Stark,39151,Canton,269418,26619,3142,40.8075,-81.3677
June,Ohio,OH,Summit,39153,Akron,565208,50692,5788,41.0798,-81.5219
June,Oklahoma,OK,Oklahoma,40109,Oklahoma City,972943,55118,1951,35.4676,-97.5136
June,Oklahoma,OK,Tulsa,40143,Tulsa,671033,58034,1885,36.1284,-95.9042
June,Oregon,OR,Lane,41039,Eugene,273439,2914,90,44.0563,-123.1173
June,Oregon,OR,Marion,41047,Salem,266804,36299,975,44.9231,-123.0246
June,Oregon,OR,Multnomah,41051,Portland,2074775,48559,2006,45.5372,-122.65
June,Pennsylvania,PA,Allegheny,42003,Pittsburgh,1703266,64877,5247,40.4396,-79.9762
June,Pennsylvania,PA,Berks,42011,Reading,267155,129714,10153,40.34,-75.9267
June,Pennsylvania,PA,Dauphin,42043,Harrisburg,442289,49957,3267,40.2752,-76.8843
June,Pennsylvania,PA,Lackawanna,42069,Scranton,384250,48383,5808,41.4044,-75.6649
June,Pennsylvania,PA,Lancaster,42071,Lancaster,401524,114103,10003,40.0421,-76.3012
June,Pennsylvania,PA,Lehigh,42077,Allentown,683794,119724,8021,40.5961,-75.4756
June,Pennsylvania,PA,Philadelphia,42101,Philadelphia,5649300,734803,44937,40.0077,-75.1339
June,Rhode Island,RI,Providence,44007,Providence,1203230,362476,18827,41.823,-71.4187
June,South Carolina,SC,Charleston,45019,Charleston,628377,47928,514,32.8153,-79.9628
June,South Carolina,SC,Greenville,45045,Greenville,484465,93301,2064,34.8353,-82.3647
June,South Carolina,SC,Horry,45051,Myrtle Beach,275579,44674,1071,33.7096,-78.8843
June,South Carolina,SC,Richland,45079,Columbia,560041,70456,2213,34.0376,-80.9037
June,Tennessee,TN,Davidson,47037,Nashville,1081903,220499,2632,36.1715,-86.7843
June,Tennessee,TN,Hamilton,47065,Chattanooga,415501,56248,693,35.0657,-85.2488
June,Tennessee,TN,Knox,47093,Knoxville,586048,18988,150,35.9692,-83.9496
June,Tennessee,TN,Shelby,47157,Memphis,1066967,215594,4555,35.1046,-89.9773
June,Texas,TX,Bell,48027,Killeen,258009,21078,242,31.0754,-97.7296
June,Texas,TX,Bexar,48029,San Antonio,2049293,170377,2714,29.4658,-98.5253
June,Texas,TX,Collin,48085,Plano,287677,58453,1134,33.0502,-96.7487
June,Texas,TX,Dallas,48113,Dallas,5743938,453980,8893,32.7936,-96.7662
June,Texas,TX,Denton,48121,Denton,457177,58297,1059,33.2176,-97.1419
June,Texas,TX,El Paso,48141,El Paso,843386,122784,3211,31.8479,-106.4309
June,Texas,TX,Harris,48201,Houston,5464251,589097,8966,29.7863,-95.3889
June,Texas,TX,Hidalgo,48215,McAllen,804114,46307,576,26.2273,-98.2471
June,Texas,TX,Lubbock,48303,Lubbock,267648,35212,1519,33.5659,-101.8878
June,Texas,TX,Nueces,48355,Corpus Christi,342464,20935,136,27.726,-97.3755
June,Texas,TX,Tarrant,48439,Fort Worth,909585,241848,5924,32.7811,-97.3473
June,Texas,TX,Travis,48453,Austin,1687311,159731,3184,30.3004,-97.7522
June,Texas,TX,Webb,48479,Laredo,262079,24572,631,27.5629,-99.4875
June,Utah,UT,Salt Lake,49035,Salt Lake City,1098526,236195,2811,40.7777,-111.9306
June,Utah,UT,Utah,49049,Provo,500617,84857,580,40.2457,-111.6457
June,Utah,UT,Weber,49057,Ogden,578523,16305,273,41.2278,-111.9682
June,Virginia,VA,Richmond,51760,Richmond,1075798,8872,161,37.5295,-77.4756
June,Washington,WA,King,53033,Seattle,3789215,269119,17805,47.6211,-122.3244
June,Washington,WA,Spokane,53063,Spokane,412275,27123,1107,47.6671,-117.433
June,Wisconsin,WI,Dane,55025,Madison,447245,32225,923,43.0826,-89.3931
June,Wisconsin,WI,Milwaukee,55079,Milwaukee,1365787,290471,10557,43.0642,-87.9673
May,Alabama,AL,Jefferson,01073,Birmingham,739573,41235,2278,33.5277,-86.7987
May,Alabama,AL,Madison,01089,Huntsville,319249,8477,124,34.6988,-86.6412
May,Alabama,AL,Mobile,01097,Mobile,315502,52075,2938,30.6783,-88.1162
May,Alabama,AL,Montgomery,01101,Montgomery,254634,27778,676,32.3473,-86.2666
May,Arizona,AZ,Maricopa,04013,Phoenix,4219697,214115,9325,33.5722,-112.0891
May,Arizona,AZ,Pima,04019,Tucson,888486,54956,4559,32.1545,-110.8782
May,Arkansas,AR,Pulaski,05119,Little Rock,439815,21377,784,34.7256,-92.3576
May,Arkansas,AR,Washington,05143,Fayetteville,351246,5801,140,36.0713,-94.166
May,California,CA,Alameda,06001,Oakland,433031,75140,2553,37.7903,-122.2165
May,California,CA,Contra Costa,06013,Concord,652308,35828,1023,37.9722,-122.0016
May,California,CA,Fresno,06019,Fresno,703498,36149,537,36.7831,-119.7941
May,California,CA,Kern,06029,Bakersfield,579295,46703,708,35.3529,-119.0359
May,California,CA,Los Angeles,06037,Los Angeles,12750807,1172311,55009,34.1139,-118.4068
May,California,CA,Orange,06059,Mission Viejo,590249,133479,2939,33.6095,-117.655
May,California,CA,Riverside,06065,Riverside,2107852,178720,7791,33.9381,-117.3948
May,California,CA,Sacramento,06067,Sacramento,1898019,38041,1642,38.5667,-121.4683
May,California,CA,San Bernardino,06071,Victorville,346789,109214,4526,34.5277,-117.3536
May,California,CA,San Diego,06073,San Diego,3220118,176630,7094,32.8312,-117.1225
May,California,CA,San Francisco,06075,San Francisco,3592294,64550,1108,37.7562,-122.443
May,California,CA,San Joaquin,06077,Stockton,397264,21294,952,37.9765,-121.3109
May,California,CA,Santa Clara,06085,San Jose,1798103,75932,4130,37.3019,-121.8486
May,California,CA,Sonoma,06097,Santa Rosa,324634,12071,122,38.4458,-122.7067
May,California,CA,Stanislaus,06099,Modesto,383134,17307,708,37.6374,-121.0028
May,California,CA,Ventura,06111,Oxnard,387647,24937,776,34.1963,-119.1815
May,Colorado,CO,Adams,08001,Aurora,379289,77475,2965,39.7087,-104.7273
May,Colorado,CO,Denver,08031,Denver,2876625,139608,7784,39.7621,-104.8759
May,Colorado,CO,El Paso,08041,Colorado Springs,642413,40424,2562,38.8674,-104.7606
May,Colorado,CO,Larimer,08069,Fort Collins,312666,14948,648,40.5478,-105.0656
May,Connecticut,CT,Fairfield,09001,Bridgeport,924449,431885,34030,41.1918,-73.1953
May,Connecticut,CT,Hartford,09003,Hartford,905152,256613,31552,41.7661,-72.6834
May,Connecticut,CT,New Haven,09009,New Haven,564830,305622,24254,41.3112,-72.9246
May,District of Columbia,DC,District of Columbia,11001,Washington,5379184,215106,11296,38.9047,-77.0163
May,Florida,FL,Brevard,12009,Palm Bay,507002,11095,309,27.955,-80.6627
May,Florida,FL,Duval,12031,Jacksonville,1181496,39700,1076,30.3322,-81.6749
May,Florida,FL,Escambia,12033,Pensacola,346921,21296,657,30.4427,-87.1886
May,Florida,FL,Flagler,12035,Palm Coast,417007,4934,118,29.5392,-81.246
May,Florida,FL,Hillsborough,12057,Tampa,2908063,50528,1626,27.9942,-82.4451
May,Florida,FL,Lee,12071,Cape Coral,668382,45070,2362,26.6446,-81.9956
May,Florida,FL,Leon,12073,Tallahassee,257601,9218,177,30.4551,-84.2526
May,Florida,FL,Miami-Dade,12086,Miami,6445545,472911,16791,25.7839,-80.2102
May,Florida,FL,Orange,12095,Orlando,1822394,51136,1122,28.4772,-81.3369
May,Florida,FL,Osceola,12097,Kissimmee,382720,18707,463,28.3042,-81.4164
May,Florida,FL,Pinellas,12103,St. Petersburg,265351,31040,2003,27.7931,-82.6652
May,Florida,FL,Polk,12105,Lakeland,302284,22833,1249,28.0556,-81.9545
May,Florida,FL,Sarasota,12115,Sarasota,722243,15410,1902,27.3386,-82.5431
May,Florida,FL,St. Lucie,12111,Port St. Lucie,461152,10319,832,27.2796,-80.3883
May,Georgia,GA,Chatham,13051,Savannah,276295,11263,496,32.0281,-81.1784
May,Georgia,GA,Fulton,13121,Atlanta,5449398,114973,5268,33.7627,-84.4224
May,Georgia,GA,Muscogee,13215,Columbus,261445,13853,435,32.51,-84.8771
May,Georgia,GA,Richmond,13245,Augusta,390809,15224,541,33.3645,-82.0708
May,Idaho,ID,Ada,16001,Boise,389280,23629,647,43.6007,-116.2312
May,Illinois,IL,Cook,17031,Chicago,8604203,1868375,84568,41.8373,-87.6862
May,Illinois,IL,Lake,17097,Round Lake Beach,279381,192707,6526,42.379,-88.0811
May,Illinois,IL,Peoria,17143,Peoria,256286,4852,185,40.752,-89.6153
May,Illinois,IL,Winnebago,17201,Rockford,282762,42597,1203,42.2597,-89.0641
May,Indiana,IN,Allen,18003,Fort Wayne,334122,31643,2101,41.0886,-85.1437
May,Indiana,IN,Marion,18097,Indianapolis,1588961,251649,15486,39.7771,-86.1458
May,Indiana,IN,St. Joseph,18141,South Bend,280498,29738,1031,41.6767,-86.2696
May,Iowa,IA,Polk,19153,Des Moines,473957,88064,2450,41.5725,-93.6105
May,Iowa,IA,Scott,19163,Davenport,285362,9350,257,41.5563,-90.6052
May,Kansas,KS,Sedgwick,20173,Wichita,482249,15783,585,37.6896,-97.3442
May,Kentucky,KY,Fayette,21067,Lexington,317110,15544,345,38.0423,-84.4587
May,Kentucky,KY,Jefferson,21111,Louisville,1005654,60106,4022,38.1663,-85.6485
May,Louisiana,LA,Caddo,22017,Shreveport,280062,61464,4631,32.4656,-93.7956
May,Louisiana,LA,East Baton Rouge,22033,Baton Rouge,570308,88668,6232,30.4418,-91.131
May,Louisiana,LA,Lafayette,22055,Lafayette,264357,17937,698,30.2084,-92.0323
May,Louisiana,LA,Orleans,22071,New Orleans,1020886,210998,14953,30.0687,-89.9288
May,Maryland,MD,Baltimore,24510,Baltimore,2106068,141140,7425,39.3051,-76.6144
May,Massachusetts,MA,Hampden,25013,Springfield,623401,157382,15226,42.1155,-72.5395
May,Massachusetts,MA,Suffolk,25025,Boston,4688346,497778,23303,42.3188,-71.0846
May,Massachusetts,MA,Worcester,25027,Worcester,498328,272644,16694,42.2705,-71.8079
May,Michigan,MI,Genesee,26049,Flint,332190,56855,7059,43.0235,-83.6922
May,Michigan,MI,Ingham,26065,Lansing,324286,19420,618,42.7142,-84.5601
May,Michigan,MI,Kent,26081,Grand Rapids,609314,84436,1717,42.962,-85.6562
May,Michigan,MI,Washtenaw,26161,Ann Arbor,322267,44451,2893,42.2755,-83.7312
May,Michigan,MI,Wayne,26163,Detroit,3506126,583566,67930,42.3834,-83.1024
May,Minnesota,MN,Hennepin,27053,Minneapolis,2977172,154669,13738,44.9635,-93.2678
May,Minnesota,MN,Ramsey,27123,St. Paul,308096,47509,2137,44.9477,-93.104
May,Mississippi,MS,Hinds,28049,Jackson,325350,23315,570,32.3163,-90.2124
May,Missouri,MO,Greene,29077,Springfield,288090,3341,248,37.1943,-93.2916
May,Missouri,MO,Jackson,29095,Kansas City,1636715,13746,497,39.1239,-94.5541
May,Missouri,MO,St. Louis,29510,St. Louis,2024074,126917,9617,38.6358,-90.2451
May,Nebraska,NE,Douglas,31055,Omaha,847819,71469,749,41.2627,-96.0522
May,Nebraska,NE,Lancaster,31109,Lincoln,289490,24360,155,40.809,-96.6788
May,Nevada,NV,Clark,32003,Las Vegas,2104198,165400,8893,36.2333,-115.2654
May,Nevada,NV,Washoe,32031,Reno,445020,38084,1407,39.5497,-119.8483
May,New Jersey,NJ,Essex,34013,Newark,282011,499652,46204,40.7245,-74.1725
May,New Jersey,NJ,Hudson,34017,Jersey City,262075,533051,31948,40.7161,-74.0682
May,New Jersey,NJ,Mercer,34021,Trenton,290716,177092,11759,40.2236,-74.7641
May,New Mexico,NM,Bernalillo,35001,Albuquerque,761195,36597,1725,35.1053,-106.6464
May,New York,NY,Albany,36001,Albany,586383,48495,3598,42.6664,-73.7987
May,New York,NY,Dutchess,36027,Poughkeepsie,394760,109213,3686,41.6949,-73.921
May,New York,NY,Erie,36029,Buffalo,914341,150738,12723,42.9016,-78.8487
May,New York,NY,Monroe,36055,Rochester,703952,68209,4983,43.168,-77.6162
May,New York,NY,Onondaga,36067,Syracuse,404223,47168,2624,43.0409,-76.1438
May,North Carolina,NC,Buncombe,37021,Asheville,312507,5306,244,35.5704,-82.5536
May,North Carolina,NC,Cabarrus,37025,Concord,261801,11874,577,35.3933,-80.6366
May,North Carolina,NC,Cumberland,37051,Fayetteville,327435,14072,366,35.0846,-78.9776
May,North Carolina,NC,Durham,37063,Durham,424700,32819,1154,35.9794,-78.9031
May,North Carolina,NC,Forsyth,37067,Winston-Salem,422269,20109,209,36.1029,-80.2611
May,North Carolina,NC,Guilford,37081,Greensboro,343090,24812,1408,36.0956,-79.8269
May,North Carolina,NC,Mecklenburg,37119,Charlotte,1512923,81081,2064,35.208,-80.8304
May,North Carolina,NC,New Hanover,37129,Wilmington,255616,3828,104,34.21,-77.8866
May,North Carolina,NC,Wake,37183,Raleigh,1038738,37778,860,35.8325,-78.6435
May,Ohio,OH,Cuyahoga,39035,Cleveland,1710093,101645,5342,41.4767,-81.6804
May,Ohio,OH,Franklin,39049,Columbus,1562009,134783,5198,39.9862,-82.985
May,Ohio,OH,Hamilton,39061,Cincinnati,1662691,62296,3442,39.1413,-84.5061
May,Ohio,OH,Lucas,39095,Toledo,482111,58017,5921,41.6639,-83.5822
May,Ohio,OH,Mahoning,39099,Youngstown,378732,36901,4306,41.0993,-80.6463
May,Ohio,OH,Montgomery,39113,Dayton,718353,14932,388,39.7797,-84.1998
May,Ohio,OH,Stark,39151,Canton,269418,17455,2277,40.8075,-81.3677
May,Ohio,OH,Summit,39153,Akron,565208,31746,3466,41.0798,-81.5219
May,Oklahoma,OK,Oklahoma,40109,Oklahoma City,972943,32485,1463,35.4676,-97.5136
May,Oklahoma,OK,Tulsa,40143,Tulsa,671033,24459,1239,36.1284,-95.9042
May,Oregon,OR,Lane,41039,Eugene,273439,1933,64,44.0563,-123.1173
May,Oregon,OR,Marion,41047,Salem,266804,23948,710,44.9231,-123.0246
May,Oregon,OR,Multnomah,41051,Portland,2074775,29373,1678,45.5372,-122.65
May,Pennsylvania,PA,Allegheny,42003,Pittsburgh,1703266,49878,4241,40.4396,-79.9762
May,Pennsylvania,PA,Berks,42011,Reading,267155,109522,6860,40.34,-75.9267
May,Pennsylvania,PA,Dauphin,42043,Harrisburg,442289,28923,1444,40.2752,-76.8843
May,Pennsylvania,PA,Lackawanna,42069,Scranton,384250,40004,4056,41.4044,-75.6649
May,Pennsylvania,PA,Lancaster,42071,Lancaster,401524,77135,7755,40.0421,-76.3012
May,Pennsylvania,PA,Lehigh,42077,Allentown,683794,104937,4781,40.5961,-75.4756
May,Pennsylvania,PA,Philadelphia,42101,Philadelphia,5649300,599386,31848,40.0077,-75.1339
May,Rhode Island,RI,Providence,44007,Providence,1203230,279445,10446,41.823,-71.4187
May,South Carolina,SC,Charleston,45019,Charleston,628377,15956,314,32.8153,-79.9628
May,South Carolina,SC,Greenville,45045,Greenville,484465,33492,1478,34.8353,-82.3647
May,South Carolina,SC,Horry,45051,Myrtle Beach,275579,9509,612,33.7096,-78.8843
May,South Carolina,SC,Richland,45079,Columbia,560041,37555,1768,34.0376,-80.9037
May,Tennessee,TN,Davidson,47037,Nashville,1081903,127547,1375,36.1715,-86.7843
May,Tennessee,TN,Hamilton,47065,Chattanooga,415501,13620,426,35.0657,-85.2488
May,Tennessee,TN,Knox,47093,Knoxville,586048,9546,155,35.9692,-83.9496
May,Tennessee,TN,Shelby,47157,Memphis,1066967,115937,2528,35.1046,-89.9773
May,Texas,TX,Bell,48027,Killeen,258009,7979,95,31.0754,-97.7296
May,Texas,TX,Bexar,48029,San Antonio,2049293,66319,1886,29.4658,-98.5253
May,Texas,TX,Collin,48085,Plano,287677,31779,906,33.0502,-96.7487
May,Texas,TX,Dallas,48113,Dallas,5743938,220336,5288,32.7936,-96.7662
May,Texas,TX,Denton,48121,Denton,457177,32905,832,33.2176,-97.1419
May,Texas,TX,El Paso,48141,El Paso,843386,54553,1423,31.8479,-106.4309
May,Texas,TX,Harris,48201,Houston,5464251,287867,5889,29.7863,-95.3889
May,Texas,TX,Hidalgo,48215,McAllen,804114,13582,274,26.2273,-98.2471
May,Texas,TX,Lubbock,48303,Lubbock,267648,19225,1514,33.5659,-101.8878
May,Texas,TX,Nueces,48355,Corpus Christi,342464,6261,93,27.726,-97.3755
May,Texas,TX,Tarrant,48439,Fort Worth,909585,127889,3703,32.7811,-97.3473
May,Texas,TX,Travis,48453,Austin,1687311,76062,2285,30.3004,-97.7522
May,Texas,TX,Webb,48479,Laredo,262079,14412,547,27.5629,-99.4875
May,Utah,UT,Salt Lake,49035,Salt Lake City,1098526,117914,1675,40.7777,-111.9306
May,Utah,UT,Utah,49049,Provo,500617,45614,376,40.2457,-111.6457
May,Utah,UT,Weber,49057,Ogden,578523,6623,97,41.2278,-111.9682
May,Virginia,VA,Richmond,51760,Richmond,1075798,6873,94,37.5295,-77.4756
May,Washington,WA,King,53033,Seattle,3789215,228112,16090,47.6211,-122.3244
May,Washington,WA,Spokane,53063,Spokane,412275,13500,886,47.6671,-117.433
May,Wisconsin,WI,Dane,55025,Madison,447245,16774,756,43.0826,-89.3931
May,Wisconsin,WI,Milwaukee,55079,Milwaukee,1365787,155517,7633,43.0642,-87.9673
