month,state,state_id,county,county_fips,city,population,cases,deaths,lat,lng
April,Alabama,AL,Jefferson,01073,Birmingham,739573,18785,652,33.5277,-86.7987
April,Alabama,AL,Madison,01089,Huntsville,319249,5500,93,34.6988,-86.6412
April,Alabama,AL,Mobile,01097,Mobile,315502,16400,718,30.6783,-88.1162
April,Alabama,AL,Montgomery,01101,Montgomery,254634,5348,101,32.3473,-86.2666
April,Arizona,AZ,Maricopa,04013,Phoenix,4219697,68745,2096,33.5722,-112.0891
April,Arizona,AZ,Pima,04019,Tucson,888486,22392,1292,32.1545,-110.8782
April,Arkansas,AR,Pulaski,05119,Little Rock,439815,9605,309,34.7256,-92.3576
April,Arkansas,AR,Washington,05143,Fayetteville,351246,1461,23,36.0713,-94.166
April,California,CA,Alameda,06001,Oakland,433031,30470,988,37.7903,-122.2165
April,California,CA,Contra Costa,06013,Concord,652308,18210,457,37.9722,-122.0016
April,California,CA,Fresno,06019,Fresno,703498,8629,151,36.7831,-119.7941
April,California,CA,Kern,06029,Bakersfield,579295,15562,95,35.3529,-119.0359
April,California,CA,Los Angeles,06037,Los Angeles,12750807,362305,14801,34.1139,-118.4068
April,California,CA,Orange,06059,Mission Viejo,590249,43117,778,33.6095,-117.655
April,California,CA,Riverside,06065,Riverside,2107852,65312,2056,33.9381,-117.3948
April,California,CA,Sacramento,06067,Sacramento,1898019,23327,869,38.5667,-121.4683
April,California,CA,San Bernardino,06071,Victorville,346789,32855,1387,34.5277,-117.3536
April,California,CA,San Diego,06073,San Diego,3220118,63537,1995,32.8312,-117.1225
April,California,CA,San Francisco,06075,San Francisco,3592294,29980,481,37.7562,-122.443
April,California,CA,San Joaquin,06077,Stockton,397264,10753,521,37.9765,-121.3109
April,California,CA,Santa Clara,06085,San Jose,1798103,50477,2099,37.3019,-121.8486
April,California,CA,Sonoma,06097,Santa Rosa,324634,4982,51,38.4458,-122.7067
April,California,CA,Stanislaus,06099,Modesto,383134,5515,105,37.6374,-121.0028
April,California,CA,Ventura,06111,Oxnard,387647,10831,347,34.1963,-119.1815
April,Colorado,CO,Adams,08001,Aurora,379289,24400,973,39.7087,-104.7273
April,Colorado,CO,Denver,08031,Denver,2876625,48624,2104,39.7621,-104.8759
April,Colorado,CO,El Paso,08041,Colorado Springs,642413,19560,1330,38.8674,-104.7606
April,Colorado,CO,Larimer,08069,Fort Collins,312666,6677,352,40.5478,-105.0656
April,Connecticut,CT,Fairfield,09001,Bridgeport,924449,205168,11601,41.1918,-73.1953
April,Connecticut,CT,Hartford,09003,Hartford,905152,84712,8164,41.7661,-72.6834
April,Connecticut,CT,New Haven,09009,New Haven,564830,119568,6630,41.3112,-72.9246
April,District of Columbia,DC,District of Columbia,11001,Washington,5379184,70950,2651,38.9047,-77.0163
April,Florida,FL,Brevard,12009,Palm Bay,507002,5138,145,27.955,-80.6627
April,Florida,FL,Duval,12031,Jacksonville,1181496,21761,417,30.3322,-81.6749
April,Florida,FL,Escambia,12033,Pensacola,346921,8586,172,30.4427,-87.1886
April,Florida,FL,Flagler,12035,Palm Coast,417007,2005,48,29.5392,-81.246
April,Florida,FL,Hillsborough,12057,Tampa,2908063,24497,453,27.9942,-82.4451
April,Florida,FL,Lee,12071,Cape Coral,668382,20120,706,26.6446,-81.9956
April,Florida,FL,Leon,12073,Tallahassee,257601,4132,26,30.4551,-84.2526
April,Florida,FL,Miami-Dade,12086,Miami,6445545,237859,4951,25.7839,-80.2102
April,Florida,FL,Orange,12095,Orlando,1822394,31058,553,28.4772,-81.3369
April,Florida,FL,Osceola,12097,Kissimmee,382720,10588,157,28.3042,-81.4164
April,Florida,FL,Pinellas,12103,St. Petersburg,265351,15617,485,27.7931,-82.6652
April,Florida,FL,Polk,12105,Lakeland,302284,8762,335,28.0556,-81.9545
April,Florida,FL,Sarasota,12115,Sarasota,722243,7297,601,27.3386,-82.5431
April,Florida,FL,St. Lucie,12111,Port St. Lucie,461152,5002,333,27.2796,-80.3883
April,Georgia,GA,Chatham,13051,Savannah,276295,4659,155,32.0281,-81.1784
April,Georgia,GA,Fulton,13121,Atlanta,5449398,54666,1955,33.7627,-84.4224
April,Georgia,GA,Muscogee,13215,Columbus,261445,5226,98,32.51,-84.8771
April,Georgia,GA,Richmond,13245,Augusta,390809,6287,235,33.3645,-82.0708
April,Idaho,ID,Ada,16001,Boise,389280,16177,274,43.6007,-116.2312
April,Illinois,IL,Cook,17031,Chicago,8604203,561258,21980,41.8373,-87.6862
April,Illinois,IL,Lake,17097,Round Lake Beach,279381,54902,1923,42.379,-88.0811
April,Illinois,IL,Peoria,17143,Peoria,256286,1107,41,40.752,-89.6153
April,Illinois,IL,Winnebago,17201,Rockford,282762,4904,228,42.2597,-89.0641
April,Indiana,IN,Allen,18003,Fort Wayne,334122,7454,583,41.0886,-85.1437
April,Indiana,IN,Marion,18097,Indianapolis,1588961,100233,5144,39.7771,-86.1458
April,Indiana,IN,St. Joseph,18141,South Bend,280498,9607,311,41.6767,-86.2696
April,Iowa,IA,Polk,19153,Des Moines,473957,10455,366,41.5725,-93.6105
April,Iowa,IA,Scott,19163,Davenport,285362,3974,70,41.5563,-90.6052
April,Kansas,KS,Sedgwick,20173,Wichita,482249,6633,104,37.6896,-97.3442
April,Kentucky,KY,Fayette,21067,Lexington,317110,5902,221,38.0423,-84.4587
April,Kentucky,KY,Jefferson,21111,Louisville,1005654,20821,1554,38.1663,-85.6485
April,Louisiana,LA,Caddo,22017,Shreveport,280062,32127,1672,32.4656,-93.7956
April,Louisiana,LA,East Baton Rouge,22033,Baton Rouge,570308,37792,1993,30.4418,-91.131
April,Louisiana,LA,Lafayette,22055,Lafayette,264357,10859,396,30.2084,-92.0323
April,Louisiana,LA,Orleans,22071,New Orleans,1020886,163471,8561,30.0687,-89.9288
April,Maryland,MD,Baltimore,24510,Baltimore,2106068,45468,1349,39.3051,-76.6144
April,Massachusetts,MA,Hampden,25013,Springfield,623401,60570,5205,42.1155,-72.5395
April,Massachusetts,MA,Suffolk,25025,Boston,4688346,205735,6064,42.3188,-71.0846
April,Massachusetts,MA,Worcester,25027,Worcester,498328,80125,2948,42.2705,-71.8079
April,Michigan,MI,Genesee,26049,Flint,332190,31095,2791,43.0235,-83.6922
April,Michigan,MI,Ingham,26065,Lansing,324286,8556,155,42.7142,-84.5601
April,Michigan,MI,Kent,26081,Grand Rapids,609314,15997,537,42.962,-85.6562
April,Michigan,MI,Washtenaw,26161,Ann Arbor,322267,24874,880,42.2755,-83.7312
April,Michigan,MI,Wayne,26163,Detroit,3506126,359376,28017,42.3834,-83.1024
April,Minnesota,MN,Hennepin,27053,Minneapolis,2977172,23389,2278,44.9635,-93.2678
April,Minnesota,MN,Ramsey,27123,St. Paul,308096,5401,295,44.9477,-93.104
April,Mississippi,MS,Hinds,28049,Jackson,325350,8615,108,32.3163,-90.2124
April,Missouri,MO,Greene,29077,Springfield,288090,2248,230,37.1943,-93.2916
April,Missouri,MO,Jackson,29095,Kansas City,1636715,6908,253,39.1239,-94.5541
April,Missouri,MO,St. Louis,29510,St. Louis,2024074,56993,2081,38.6358,-90.2451
April,Nebraska,NE,Douglas,31055,Omaha,847819,8976,260,41.2627,-96.0522
April,Nebraska,NE,Lancaster,31109,Lincoln,289490,2339,23,40.809,-96.6788
April,Nevada,NV,Clark,32003,Las Vegas,2104198,77641,3387,36.2333,-115.2654
April,Nevada,NV,Washoe,32031,Reno,445020,16083,459,39.5497,-119.8483
April,New Jersey,NJ,Essex,34013,Newark,282011,257145,18048,40.7245,-74.1725
April,New Jersey,NJ,Hudson,34017,Jersey City,262075,264998,10912,40.7161,-74.0682
April,New Jersey,NJ,Mercer,34021,Trenton,290716,60025,2866,40.2236,-74.7641
April,New Mexico,NM,Bernalillo,35001,Albuquerque,761195,14385,597,35.1053,-106.6464
April,New York,NY,Albany,36001,Albany,586383,17951,751,42.6664,-73.7987
April,New York,NY,Dutchess,36027,Poughkeepsie,394760,57892,1186,41.6949,-73.921
April,New York,NY,Erie,36029,Buffalo,914341,56221,3363,42.9016,-78.8487
April,New York,NY,Monroe,36055,Rochester,703952,27358,1541,43.168,-77.6162
April,New York,NY,Onondaga,36067,Syracuse,404223,14641,515,43.0409,-76.1438
April,North Carolina,NC,Buncombe,37021,Asheville,312507,1203,72,35.5704,-82.5536
April,North Carolina,NC,Cabarrus,37025,Concord,261801,4987,120,35.3933,-80.6366
April,North Carolina,NC,Cumberland,37051,Fayetteville,327435,3225,86,35.0846,-78.9776
April,North Carolina,NC,Durham,37063,Durham,424700,10783,142,35.9794,-78.9031
April,North Carolina,NC,Forsyth,37067,Winston-Salem,422269,3643,112,36.1029,-80.2611
April,North Carolina,NC,Guilford,37081,Greensboro,343090,5393,348,36.0956,-79.8269
April,North Carolina,NC,Mecklenburg,37119,Charlotte,1512923,32005,647,35.208,-80.8304
April,North Carolina,NC,New Hanover,37129,Wilmington,255616,1687,35,34.21,-77.8866
April,North Carolina,NC,Wake,37183,Raleigh,1038738,15161,145,35.8325,-78.6435
April,Ohio,OH,Cuyahoga,39035,Cleveland,1710093,40437,1480,41.4767,-81.6804
April,Ohio,OH,Franklin,39049,Columbus,1562009,37340,840,39.9862,-82.985
April,Ohio,OH,Hamilton,39061,Cincinnati,1662691,19437,881,39.1413,-84.5061
April,Ohio,OH,Lucas,39095,Toledo,482111,19918,1043,41.6639,-83.5822
April,Ohio,OH,Mahoning,39099,Youngstown,378732,14914,1243,41.0993,-80.6463
April,Ohio,OH,Montgomery,39113,Dayton,718353,5713,187,39.7797,-84.1998
April,Ohio,OH,Stark,39151,Canton,269418,5890,591,40.8075,-81.3677
April,Ohio,OH,Summit,39153,Akron,565208,9810,645,41.0798,-81.5219
April,Oklahoma,OK,Oklahoma,40109,Oklahoma City,972943,14677,607,35.4676,-97.5136
April,Oklahoma,OK,Tulsa,40143,Tulsa,671033,10904,586,36.1284,-95.9042
April,Oregon,OR,Lane,41039,Eugene,273439,1194,36,44.0563,-123.1173
April,Oregon,OR,Marion,41047,Salem,266804,9413,324,44.9231,-123.0246
April,Oregon,OR,Multnomah,41051,Portland,2074775,13029,672,45.5372,-122.65
April,Pennsylvania,PA,Allegheny,42003,Pittsburgh,1703266,27233,1178,40.4396,-79.9762
April,Pennsylvania,PA,Berks,42011,Reading,267155,41693,1329,40.34,-75.9267
April,Pennsylvania,PA,Dauphin,42043,Harrisburg,442289,9123,257,40.2752,-76.8843
April,Pennsylvania,PA,Lackawanna,42069,Scranton,384250,15166,1019,41.4044,-75.6649
April,Pennsylvania,PA,Lancaster,42071,Lancaster,401524,28859,2197,40.0421,-76.3012
April,Pennsylvania,PA,Lehigh,42077,Allentown,683794,54626,903,40.5961,-75.4756
April,Pennsylvania,PA,Philadelphia,42101,Philadelphia,5649300,235027,7680,40.0077,-75.1339
April,Rhode Island,RI,Providence,44007,Providence,1203230,77913,1087,41.823,-71.4187
April,South Carolina,SC,Charleston,45019,Charleston,628377,10693,94,32.8153,-79.9628
April,South Carolina,SC,Greenville,45045,Greenville,484465,12233,327,34.8353,-82.3647
April,South Carolina,SC,Horry,45051,Myrtle Beach,275579,4370,274,33.7096,-78.8843
April,South Carolina,SC,Richland,45079,Columbia,560041,16765,392,34.0376,-80.9037
April,Tennessee,TN,Davidson,47037,Nashville,1081903,48100,495,36.1715,-86.7843
April,Tennessee,TN,Hamilton,47065,Chattanooga,415501,3312,321,35.0657,-85.2488
April,Tennessee,TN,Knox,47093,Knoxville,586048,5140,105,35.9692,-83.9496
April,Tennessee,TN,Shelby,47157,Memphis,1066967,44643,894,35.1046,-89.9773
April,Texas,TX,Bell,48027,Killeen,258009,3386,77,31.0754,-97.7296
April,Texas,TX,Bexar,48029,San Antonio,2049293,25694,914,29.4658,-98.5253
April,Texas,TX,Collin,48085,Plano,287677,14430,306,33.0502,-96.7487
April,Texas,TX,Dallas,48113,Dallas,5743938,61894,1471,32.7936,-96.7662
April,Texas,TX,Denton,48121,Denton,457177,15696,406,33.2176,-97.1419
April,Texas,TX,El Paso,48141,El Paso,843386,12951,184,31.8479,-106.4309
April,Texas,TX,Harris,48201,Houston,5464251,117074,1741,29.7863,-95.3889
April,Texas,TX,Hidalgo,48215,McAllen,804114,6249,68,26.2273,-98.2471
